tên,giá,chipset,bộ nhớ,xung cơ bản,xung boost,màu,chiều dài,tdp,interface,image_url
EVGA Superclocked GeForce GTX 950 2GB GDDR5 Black,6120000,GeForce GTX 950,2.0,1152.0,1342.0,BLACK,173.0,90.0,PCIe x16,assets/images/gpu/gpu_evga_superclocked_geforce_gtx_950_2gb_gddr5_black.png
Asus DUAL Radeon RX 480 4GB GDDR5 White / Black,9576000,Radeon RX 480,4.0,1120.0,1320.0,WHITE,242.0,150.0,PCIe x16,assets/images/gpu/gpu_asus_dual_radeon_rx_480_4gb_gddr5_white_black.png
MSI GAMING X Radeon RX 480 4GB GDDR5 Black / Red,9576000,Radeon RX 480,4.0,1120.0,1316.0,BLACK,276.0,150.0,PCIe x16,assets/images/gpu/gpu_msi_gaming_x_radeon_rx_480_4gb_gddr5_black_red.png
EVGA GeForce GTX Titan X HYBRID 12GB GDDR5 Black / Silver,19176000,GeForce GTX Titan X,12.0,1152.0,1241.0,BLACK,267.0,250.0,PCIe x16,assets/images/gpu/gpu_evga_geforce_gtx_titan_x_hybrid_12gb_gddr5_black_silver.png
Sparkle Arc A750 ROC Luna OC 8GB GDDR6 White,5976000,Arc A750,8.0,2050.0,2200.0,WHITE,281.0,225.0,PCIe x16,assets/images/gpu/gpu_sparkle_arc_a750_roc_luna_oc_8gb_gddr6_white.png
Sparkle ROC OC Arc A750 8GB GDDR6 Black,5976000,Arc A750,8.0,2050.0,2200.0,BLACK,281.0,225.0,PCIe x16,assets/images/gpu/gpu_sparkle_roc_oc_arc_a750_8gb_gddr6_black.png
Sparkle TITAN OC Arc A750 8GB GDDR6 Blue / Black,5976000,Arc A750,8.0,2050.0,2300.0,BLUE,306.0,225.0,PCIe x16,assets/images/gpu/gpu_sparkle_titan_oc_arc_a750_8gb_gddr6_blue_black.png
ASRock Intel Arc A380 Low Profile 6GB,3359760,Arc A380,6.0,2000.0,2050.0,BLACK,169.0,75.0,PCIe 4.0 x8,assets/images/gpu/gpu_asrock_intel_arc_a380_low_profile_6gb.png
Sparkle GENIE Arc A380 6GB GDDR6 Blue,3359760,Arc A380,6.0,2000.0,2000.0,BLUE,145.0,75.0,PCIe x16,assets/images/gpu/gpu_sparkle_genie_arc_a380_6gb_gddr6_blue.png
SPARKLE Intel Arc B570 GUARDIAN OC 10GB GDDR6,6239760,Arc B570,10.0,2500.0,2660.0,BLUE,242.0,170.0,PCIe 4.0 x8,assets/images/gpu/gpu_sparkle_intel_arc_b570_guardian_oc_10gb_gddr6.png
Acer Nitro Intel Arc B570 OC 10GB GDDR6,6239760,Arc B570,10.0,2500.0,2690.0,BLACK,272.0,150.0,PCIe 4.0 x8,assets/images/gpu/gpu_acer_nitro_intel_arc_b570_oc_10gb_gddr6.png
ASRock Intel Arc A580 Challenger OC 8GB GDDR6,5422320,Arc A580,8.0,1700.0,2000.0,BLACK,271.0,175.0,PCIe 4.0 x16,assets/images/gpu/gpu_asrock_intel_arc_a580_challenger_oc_8gb_gddr6.png
Sparkle ORC OC Arc A580 8GB GDDR6 Blue / Black,5422320,Arc A580,8.0,1700.0,2000.0,BLUE,222.0,175.0,PCIe x16,assets/images/gpu/gpu_sparkle_orc_oc_arc_a580_8gb_gddr6_blue_black.png
EVGA GeForce GTX Titan Black Superclocked 6GB GDDR5 Black / Silver,11976000,GeForce GTX Titan Black,6.0,967.0,1072.0,BLACK,266.0,250.0,PCIe x16,assets/images/gpu/gpu_evga_geforce_gtx_titan_black_superclocked_6gb_gddr5_black_silver.png
EVGA Superclocked GeForce GTX Titan Z 12GB GDDR5 Black / Silver,21576000,GeForce GTX Titan Z,12.0,732.0,915.0,BLACK,267.0,375.0,PCIe x16,assets/images/gpu/gpu_evga_superclocked_geforce_gtx_titan_z_12gb_gddr5_black_silver.png
MSI GAMING Radeon R9 390 8GB GDDR5 Black / Red,9336000,Radeon R9 390,8.0,1000.0,1060.0,BLACK,277.0,275.0,PCIe x16,assets/images/gpu/gpu_msi_gaming_radeon_r9_390_8gb_gddr5_black_red.png
MSI N760-2GD5/OC GeForce GTX 760 2GB GDDR5 Black,6456000,GeForce GTX 760,2.0,1006.0,1072.0,BLACK,242.0,170.0,PCIe x16,assets/images/gpu/gpu_msi_n760_2gd5_oc_geforce_gtx_760_2gb_gddr5_black.png
PNY RTX A4000 RTX A-Series RTX A4000 Black / Gold 16GB GDDR6,22656000,RTX A4000,16.0,735.0,1560.0,BLACK,241.0,140.0,PCIe x16,assets/images/gpu/gpu_pny_rtx_a4000_rtx_a_series_rtx_a4000_black_gold_16gb_gddr6.png
PNY RTX A-Series RTX A5000 24GB GDDR6 Black,180392160,RTX A5000,24.0,1170.0,1695.0,BLACK,267.0,230.0,PCIe x16,assets/images/gpu/gpu_pny_rtx_a_series_rtx_a5000_24gb_gddr6_black.png
Sparkle ECO Arc A310 4GB GDDR6,3119760,Arc A310,4.0,2000.0,2000.0,BLUE,156.0,50.0,PCIe 4.0 x8,assets/images/gpu/gpu_sparkle_eco_arc_a310_4gb_gddr6.png
AMD 100-300000075 Radeon PRO W7800 32GB GDDR6 Black,57171360,Radeon PRO W7800,32.0,1855.0,2499.0,BLACK,280.0,260.0,PCIe x16,
AMD Radeon PRO W6400 Blue 4GB GDDR6 Blue,5174160,Radeon PRO W6400,4.0,2331.0,2331.0,BLUE,168.0,50.0,PCIe x16,assets/images/gpu/gpu_amd_radeon_pro_w6400_blue_4gb_gddr6_blue.png
AMD Radeon PRO W6600 8GB GDDR6 Blue,7463760,Radeon PRO W6600,8.0,2331.0,2580.0,BLUE,241.0,120.0,PCIe x16,assets/images/gpu/gpu_amd_radeon_pro_w6600_8gb_gddr6_blue.png
AMD Radeon PRO W6800 32GB GDDR6 Blue / Gray,55199040,Radeon PRO W6800,32.0,2075.0,2320.0,BLUE,267.0,250.0,PCIe x16,assets/images/gpu/gpu_amd_radeon_pro_w6800_32gb_gddr6_blue_gray.png
AMD Radeon PRO W7500 Black 8GB GDDR6,10296000,Radeon PRO W7500,8.0,1500.0,1700.0,BLACK,216.0,70.0,PCIe x16,assets/images/gpu/gpu_amd_radeon_pro_w7500_black_8gb_gddr6.png
AMD Radeon PRO W7600 8GB GDDR6 Black,13895520,Radeon PRO W7600,8.0,1720.0,2440.0,BLACK,241.0,130.0,PCIe x16,assets/images/gpu/gpu_amd_radeon_pro_w7600_8gb_gddr6_black.png
AMD Radeon PRO W7900 Professional Graphics 48GB GDDR6,87360000,Radeon PRO W7900,48.0,1855.0,2495.0,BLACK,280.0,295.0,PCIe 4.0 x16,assets/images/gpu/gpu_amd_radeon_pro_w7900_professional_graphics_48gb_gddr6.png
AMD Vega Frontier Edition Vega Frontier Edition 16GB HBM2 Blue / Gold,27576000,Vega Frontier Edition,16.0,1440.0,1600.0,BLUE,267.0,300.0,PCIe x16,assets/images/gpu/gpu_amd_vega_frontier_edition_vega_frontier_edition_16gb_hbm2_blue_gold.png
ASRock AMD Radeon RX 6400 Challenger ITX 4GB GDDR6,5197440,Radeon RX 6400,4.0,1923.0,2321.0,BLACK,162.0,53.0,PCIe 4.0 x4,assets/images/gpu/gpu_asrock_amd_radeon_rx_6400_challenger_itx_4gb_gddr6.png
ATI FirePro W600 FirePro W600 2GB GDDR5 Black / Red,5639040,FirePro W600,2.0,600.0,600.0,BLACK,163.0,26.0,PCIe x16,assets/images/gpu/gpu_ati_firepro_w600_firepro_w600_2gb_gddr5_black_red.png
Asus GeForce GT 730 2 GB GDDR5,1919760,GeForce GT 730,2.0,902.0,902.0,BLACK,150.0,38.0,,assets/images/gpu/gpu_asus_geforce_gt_730_2_gb_gddr5.png
Asus R9290X-G Radeon R9 290X 4GB GDDR5 Black / Red,5040000,Radeon R9 290X,4.0,772.0,1000.0,BLACK,276.0,300.0,PCIe x16,assets/images/gpu/gpu_asus_r9290x_g_radeon_r9_290x_4gb_gddr5_black_red.png
HP FirePro W7100 J3G93AT 8GB GDDR5 Black / Red,4559040,FirePro W7100,8.0,920.0,920.0,BLACK,241.0,150.0,PCIe x16,assets/images/gpu/gpu_hp_firepro_w7100_j3g93at_8gb_gddr5_black_red.png
MSI 2GD3 LP Radeon R7 240 2GB DDR3 Black / Silver,2993760,Radeon R7 240,2.0,730.0,780.0,BLACK,144.0,30.0,PCIe x16,assets/images/gpu/gpu_msi_2gd3_lp_radeon_r7_240_2gb_ddr3_black_silver.png
MSI TWIN FROZR Black / Red Radeon R9 270X 2GB GDDR5 Black / Red,7176000,Radeon R9 270X,2.0,1030.0,1120.0,BLACK,260.0,180.0,PCIe x16,assets/images/gpu/gpu_msi_twin_frozr_black_red_radeon_r9_270x_2gb_gddr5_black_red.png
NVIDIA Quadro RTX 8000 48GB GDDR6,79127040,Quadro RTX 8000,48.0,1395.0,1770.0,BLACK,267.0,295.0,PCIe 3.0 x16,assets/images/gpu/gpu_nvidia_quadro_rtx_8000_48gb_gddr6.png
NVIDIA RTX A1000 8GB GDDR6 Black,11995920,RTX A1000,8.0,727.0,1462.0,BLACK,163.0,50.0,PCIe x16,assets/images/gpu/gpu_nvidia_rtx_a1000_8gb_gddr6_black.png
NVIDIA Titan V Titan V Black / Gold 12GB HBM2 Black / Gold,30000000,Titan V,12.0,1200.0,1455.0,BLACK,267.0,250.0,PCIe x16,assets/images/gpu/gpu_nvidia_titan_v_titan_v_black_gold_12gb_hbm2_black_gold.png
PNY NVIDIA Quadro P600 2GB GDDR5,1536960,Quadro P600,2.0,1329.0,1557.0,BLACK,150.0,40.0,PCIe 3.0 x16,assets/images/gpu/gpu_pny_nvidia_quadro_p600_2gb_gddr5.png
PNY NVIDIA Quadro P620 2GB GDDR5,2185680,Quadro P620,2.0,1266.0,1354.0,BLACK,145.0,40.0,PCIe 3.0 x16,assets/images/gpu/gpu_pny_nvidia_quadro_p620_2gb_gddr5.png
PNY NVIDIA RTX A6000 48GB GDDR6,119376000,RTX A6000,48.0,1410.0,1860.0,BLACK,267.0,300.0,PCIe 4.0 x16,assets/images/gpu/gpu_pny_nvidia_rtx_a6000_48gb_gddr6.png
PNY Quadro M2000 Quadro M2000 Black 4GB GDDR5 Black,2258640,Quadro M2000,4.0,872.0,1180.0,BLACK,168.0,75.0,PCIe x16,assets/images/gpu/gpu_pny_quadro_m2000_quadro_m2000_black_4gb_gddr5_black.png
PNY Quadro P2000 Black 5GB GDDR5 Black,4560000,Quadro P2000,5.0,1370.0,1470.0,BLACK,201.0,75.0,PCIe x16,assets/images/gpu/gpu_pny_quadro_p2000_black_5gb_gddr5_black.png
PNY Quadro P400 Quadro P400 2GB GDDR5 Black,2159760,Quadro P400,2.0,1070.0,1170.0,BLACK,145.0,30.0,PCIe x16,assets/images/gpu/gpu_pny_quadro_p400_quadro_p400_2gb_gddr5_black.png
PNY Quadro P4000 Quadro P4000 Black / Green 8GB GDDR5 Black / Green,7214640,Quadro P4000,8.0,1227.0,1480.0,BLACK,242.0,105.0,PCIe x16,assets/images/gpu/gpu_pny_quadro_p4000_quadro_p4000_black_green_8gb_gddr5_black_green.png
PNY Quadro RTX 5000 Silver / Black 16GB GDDR6 Silver / Black,17999040,Quadro RTX 5000,16.0,1620.0,1815.0,GREY,267.0,265.0,PCIe x16,assets/images/gpu/gpu_pny_quadro_rtx_5000_silver_black_16gb_gddr6_silver_black.png
PNY Quadro RTX 6000 VCQRTX6000-PB 24GB GDDR6 Black / Silver,44280000,Quadro RTX 6000,24.0,1440.0,1770.0,BLACK,267.0,295.0,PCIe x16,assets/images/gpu/gpu_pny_quadro_rtx_6000_vcqrtx6000_pb_24gb_gddr6_black_silver.png
PNY RTX A-Series RTX A4500 20GB GDDR6 Black,41520000,RTX A4500,20.0,1050.0,1650.0,BLACK,267.0,200.0,PCIe x16,assets/images/gpu/gpu_pny_rtx_a_series_rtx_a4500_20gb_gddr6_black.png
PNY T600 T-Series 4GB GDDR6 Black / Gray,7176000,T600,4.0,735.0,1335.0,BLACK,156.0,40.0,PCIe x16,assets/images/gpu/gpu_pny_t600_t_series_4gb_gddr6_black_gray.png
PNY VCQK1200DP-PB Quadro K1200 4GB GDDR5 Black / Green,3312240,Quadro K1200,4.0,1058.0,1124.0,BLACK,160.0,45.0,PCIe x16,assets/images/gpu/gpu_pny_vcqk1200dp_pb_quadro_k1200_4gb_gddr5_black_green.png
PNY VCQP1000-PB Quadro P1000 4GB GDDR5 Black,2568000,Quadro P1000,4.0,1354.0,1455.0,BLACK,145.0,47.0,PCIe x16,assets/images/gpu/gpu_pny_vcqp1000_pb_quadro_p1000_4gb_gddr5_black.png
PNY VCQRTX4000-PB Quadro RTX 4000 8GB GDDR6 Silver / Black,8399040,Quadro RTX 4000,8.0,1005.0,1545.0,GREY,267.0,160.0,PCIe x16,assets/images/gpu/gpu_pny_vcqrtx4000_pb_quadro_rtx_4000_8gb_gddr6_silver_black.png
AMD Radeon RX 7900 XT Black 20GB GDDR6 Black,23924880,Radeon RX 7900 XT,20.0,2000.0,2400.0,BLACK,276.0,300.0,PCIe x16,assets/images/gpu/gpu_amd_radeon_rx_7900_xt_black_20gb_gddr6_black.png
ASRock AMD Radeon RX 7900 XT Phantom Gaming 20GB OC GDDR6,23924880,Radeon RX 7900 XT,20.0,1567.0,2450.0,BLACK,330.0,300.0,PCIe 4.0 x16,assets/images/gpu/gpu_asrock_amd_radeon_rx_7900_xt_phantom_gaming_20gb_oc_gddr6.png
ASRock Creator Radeon RX 7900 XT 20GB GDDR6 Black / Silver,23924880,Radeon RX 7900 XT,20.0,2000.0,2395.0,BLACK,312.0,300.0,PCIe x16,assets/images/gpu/gpu_asrock_creator_radeon_rx_7900_xt_20gb_gddr6_black_silver.png
ASRock Intel Arc B570 Challenger 10GB GDDR6 OC,6239760,Arc B570,10.0,2500.0,2600.0,BLACK,249.0,150.0,PCIe 4.0 x8,assets/images/gpu/gpu_asrock_intel_arc_b570_challenger_10gb_gddr6_oc.png
ASRock Radeon RX 7900 XT Black 20GB GDDR6 Black,23924880,Radeon RX 7900 XT,20.0,2000.0,2400.0,BLACK,276.0,300.0,PCIe x16,assets/images/gpu/gpu_asrock_radeon_rx_7900_xt_black_20gb_gddr6_black.png
ASRock Radeon RX 7900 XT Phantom Gaming OC 20GB GDDR6 White,23924880,Radeon RX 7900 XT,20.0,1387.0,2450.0,WHITE,330.0,300.0,PCIe 4.0 x16,assets/images/gpu/gpu_asrock_radeon_rx_7900_xt_phantom_gaming_oc_20gb_gddr6_white.png
ASRock Taichi OC Radeon RX 7900 XT 20GB GDDR6 Black,23924880,Radeon RX 7900 XT,20.0,2000.0,2560.0,BLACK,345.0,300.0,PCIe x16,assets/images/gpu/gpu_asrock_taichi_oc_radeon_rx_7900_xt_20gb_gddr6_black.png
ASUS TUF Gaming Radeon RX 7900 XT OC Edition 20GB GDDR6,23924880,Radeon RX 7900 XT,20.0,1687.0,2500.0,BLACK,353.0,300.0,PCIe 4.0 x16,assets/images/gpu/gpu_asus_tuf_gaming_radeon_rx_7900_xt_oc_edition_20gb_gddr6.png
Asus DUAL GeForce RTX 2080 Ti 11GB GDDR6 Black / White,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1560.0,BLACK,268.0,250.0,PCIe x16,assets/images/gpu/gpu_asus_dual_geforce_rtx_2080_ti_11gb_gddr6_black_white.png
Asus DUAL OC Radeon RX 7900 XT 20GB GDDR6 Black,23924880,Radeon RX 7900 XT,20.0,2000.0,2535.0,BLACK,323.0,300.0,PCIe x16,assets/images/gpu/gpu_asus_dual_oc_radeon_rx_7900_xt_20gb_gddr6_black.png
Asus STRIX GAMING GeForce RTX 2080 Ti 11GB GDDR6 Black,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1560.0,BLACK,305.0,250.0,PCIe x16,assets/images/gpu/gpu_asus_strix_gaming_geforce_rtx_2080_ti_11gb_gddr6_black.png
Asus rx7900xt-20g Radeon RX 7900 XT 20GB GDDR6 Black,23924880,Radeon RX 7900 XT,20.0,2000.0,2400.0,BLACK,276.0,300.0,PCIe x16,assets/images/gpu/gpu_asus_rx7900xt_20g_radeon_rx_7900_xt_20gb_gddr6_black.png
EVGA Black / Clear GeForce RTX 2080 Ti 11GB GDDR6 Black,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1545.0,BLACK,270.0,250.0,PCIe x16,assets/images/gpu/gpu_evga_black_clear_geforce_rtx_2080_ti_11gb_gddr6_black.png
EVGA FTW3 ULTRA GAMING GeForce RTX 2080 Ti 11GB GDDR6 Clear / Black,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1755.0,BLACK,302.0,250.0,PCIe x16,assets/images/gpu/gpu_evga_ftw3_ultra_gaming_geforce_rtx_2080_ti_11gb_gddr6_clear_black.png
EVGA FTW3 ULTRA HYBRID GAMING GeForce RTX 2080 Ti 11GB GDDR6 Black / Clear,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1755.0,BLACK,291.0,250.0,PCIe x16,assets/images/gpu/gpu_evga_ftw3_ultra_hybrid_gaming_geforce_rtx_2080_ti_11gb_gddr6_black_clear.png
EVGA XC GAMING GeForce RTX 2080 Ti 11GB GDDR6 Black / Clear,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1635.0,BLACK,270.0,250.0,PCIe x16,assets/images/gpu/gpu_evga_xc_gaming_geforce_rtx_2080_ti_11gb_gddr6_black_clear.png
EVGA XC HYBRID GAMING GeForce RTX 2080 Ti 11GB GDDR6 Black / Clear,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1635.0,BLACK,269.0,250.0,PCIe x16,assets/images/gpu/gpu_evga_xc_hybrid_gaming_geforce_rtx_2080_ti_11gb_gddr6_black_clear.png
EVGA XC ULTRA GAMING GeForce RTX 2080 Ti 11GB GDDR6 Black / Clear,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1650.0,BLACK,270.0,250.0,PCIe x16,assets/images/gpu/gpu_evga_xc_ultra_gaming_geforce_rtx_2080_ti_11gb_gddr6_black_clear.png
EVGA XC2 ULTRA GAMING GeForce RTX 2080 Ti 11GB GDDR6 Clear / Black,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1650.0,BLACK,270.0,250.0,PCIe x16,assets/images/gpu/gpu_evga_xc2_ultra_gaming_geforce_rtx_2080_ti_11gb_gddr6_clear_black.png
Gigabyte AORUS GeForce RTX 2080 Ti 11GB GDDR6 Black,21096000,GeForce RTX 2080 Ti,11.0,1545.0,1695.0,BLACK,290.0,250.0,PCIe x16,assets/images/gpu/gpu_gigabyte_aorus_geforce_rtx_2080_ti_11gb_gddr6_black.png
Gigabyte AORUS XTREME GeForce RTX 2080 Ti 11GB GDDR6 Black,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1770.0,BLACK,290.0,250.0,PCIe x16,assets/images/gpu/gpu_gigabyte_aorus_xtreme_geforce_rtx_2080_ti_11gb_gddr6_black.png
Gigabyte GAMING OC Radeon RX 7900 XT 20GB GDDR6 Black,23924880,Radeon RX 7900 XT,20.0,2000.0,2535.0,BLACK,331.0,300.0,PCIe x16,assets/images/gpu/gpu_gigabyte_gaming_oc_radeon_rx_7900_xt_20gb_gddr6_black.png
Gigabyte GV-R79XT-20GC-B Radeon RX 7900 XT 20GB GDDR6 Black,23924880,Radeon RX 7900 XT,20.0,2000.0,2400.0,BLACK,276.0,300.0,PCIe x16,assets/images/gpu/gpu_gigabyte_gv_r79xt_20gc_b_radeon_rx_7900_xt_20gb_gddr6_black.png
Gigabyte GeForce RTX 2080 Ti AORUS XTREME WATERFORCE 11GB GDDR6 Black / Silver,21096000,GeForce RTX 2080 Ti,11.0,1545.0,1770.0,BLACK,290.0,250.0,PCIe x16,assets/images/gpu/gpu_gigabyte_geforce_rtx_2080_ti_aorus_xtreme_waterforce_11gb_gddr6_black_silver.png
Gigabyte TURBO GeForce RTX 2080 Ti 11GB GDDR6 Black / Silver,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1545.0,BLACK,272.0,250.0,PCIe x16,assets/images/gpu/gpu_gigabyte_turbo_geforce_rtx_2080_ti_11gb_gddr6_black_silver.png
MSI AERO GeForce RTX 2080 Ti 11GB GDDR6 Black,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1545.0,BLACK,268.0,250.0,PCIe x16,assets/images/gpu/gpu_msi_aero_geforce_rtx_2080_ti_11gb_gddr6_black.png
MSI GAMING TRIO GeForce RTX 2080 Ti 11GB GDDR6 Black / Silver,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1635.0,BLACK,327.0,250.0,PCIe x16,assets/images/gpu/gpu_msi_gaming_trio_geforce_rtx_2080_ti_11gb_gddr6_black_silver.png
MSI GeForce RTX 2080 Ti VENTUS 11G OC GDDR6,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1635.0,BLACK,268.0,260.0,PCIe 3.0 x16,assets/images/gpu/gpu_msi_geforce_rtx_2080_ti_ventus_11g_oc_gddr6.png
MSI LIGHTNING Z GeForce RTX 2080 Ti 11GB GDDR6 Black / Gold,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1770.0,BLACK,328.0,300.0,PCIe x16,assets/images/gpu/gpu_msi_lightning_z_geforce_rtx_2080_ti_11gb_gddr6_black_gold.png
MSI SEA HAWK X GeForce RTX 2080 Ti 11GB GDDR6 Black / Silver,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1755.0,BLACK,268.0,250.0,PCIe x16,assets/images/gpu/gpu_msi_sea_hawk_x_geforce_rtx_2080_ti_11gb_gddr6_black_silver.png
PNY Blower GeForce RTX 2080 Ti 11GB GDDR6 Black,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1545.0,BLACK,267.0,250.0,PCIe x16,assets/images/gpu/gpu_pny_blower_geforce_rtx_2080_ti_11gb_gddr6_black.png
PNY GeForce RTX 2080 Ti 11GB XLR8 Gaming Overclocked Edition GDDR6,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1635.0,BLACK,314.0,260.0,PCIe 3.0 x16,assets/images/gpu/gpu_pny_geforce_rtx_2080_ti_11gb_xlr8_gaming_overclocked_edition_gddr6.png
PNY GeForce RTX 2080 Ti Blower 11GB GDDR6 Black,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1545.0,BLACK,269.0,250.0,PCIe x16,assets/images/gpu/gpu_pny_geforce_rtx_2080_ti_blower_11gb_gddr6_black.png
Palit GamingPro OC GeForce RTX 2080 Ti 11GB GDDR6 Black / Gold,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1650.0,BLACK,292.0,260.0,PCIe x16,assets/images/gpu/gpu_palit_gamingpro_oc_geforce_rtx_2080_ti_11gb_gddr6_black_gold.png
PowerColor AMD Radeon RX 7900 XT 20GB GDDR6,23924880,Radeon RX 7900 XT,20.0,2000.0,2400.0,BLACK,276.0,300.0,PCIe 4.0 x16,assets/images/gpu/gpu_powercolor_amd_radeon_rx_7900_xt_20gb_gddr6.png
PowerColor Hellhound AMD Radeon RX 7900 XT 20GB OC GDDR6,23924880,Radeon RX 7900 XT,20.0,1687.0,2500.0,BLACK,320.0,300.0,PCIe 4.0 x16,assets/images/gpu/gpu_powercolor_hellhound_amd_radeon_rx_7900_xt_20gb_oc_gddr6.png
PowerColor Red Devil Radeon RX 7900 XT 20GB GDDR6 Black,23924880,Radeon RX 7900 XT,20.0,2000.0,2535.0,BLACK,338.0,300.0,PCIe x16,assets/images/gpu/gpu_powercolor_red_devil_radeon_rx_7900_xt_20gb_gddr6_black.png
Sapphire AMD Radeon RX 7900 XT 20GB GDDR6,23924880,Radeon RX 7900 XT,20.0,1387.0,2400.0,BLACK,276.0,300.0,PCIe 4.0 x16,assets/images/gpu/gpu_sapphire_amd_radeon_rx_7900_xt_20gb_gddr6.png
Sapphire PULSE AMD Radeon RX 7900 XT 20GB GDDR6,23924880,Radeon RX 7900 XT,20.0,1567.0,2450.0,BLACK,313.0,331.0,PCIe 4.0 x16,assets/images/gpu/gpu_sapphire_pulse_amd_radeon_rx_7900_xt_20gb_gddr6.png
Sapphire Radeon RX 7900 XT Radeon RX 7900 XT 20GB GDDR6 Black,23924880,Radeon RX 7900 XT,20.0,2000.0,2400.0,BLACK,276.0,308.0,PCIe x16,assets/images/gpu/gpu_sapphire_radeon_rx_7900_xt_radeon_rx_7900_xt_20gb_gddr6_black.png
XFX RX-79TMBABF9 Radeon RX 7900 XT 20GB GDDR6 Black,23924880,Radeon RX 7900 XT,20.0,2000.0,2400.0,BLACK,276.0,300.0,PCIe x16,assets/images/gpu/gpu_xfx_rx_79tmbabf9_radeon_rx_7900_xt_20gb_gddr6_black.png
XFX Radeon RX 7900 XT Gaming 20GB GDDR6,23924880,Radeon RX 7900 XT,20.0,1387.0,2400.0,BLACK,276.0,300.0,PCIe 4.0 x16,assets/images/gpu/gpu_xfx_radeon_rx_7900_xt_gaming_20gb_gddr6.png
XFX SPEEDSTER MERC 310 AMD Radeon RX 7900 XT 20GB GDDR6,23924880,Radeon RX 7900 XT,20.0,1775.0,2535.0,BLACK,344.0,300.0,PCIe 4.0 x16,assets/images/gpu/gpu_xfx_speedster_merc_310_amd_radeon_rx_7900_xt_20gb_gddr6.png
XFX SPEEDSTER MERC 310 AMD Radeon RX 7900 XT Black Edition 20GB GDDR6,23924880,Radeon RX 7900 XT,20.0,1810.0,2560.0,BLACK,344.0,300.0,PCIe 4.0 x16,assets/images/gpu/gpu_xfx_speedster_merc_310_amd_radeon_rx_7900_xt_black_edition_20gb_gddr6.png
XFX Speedster MERC 310 AMD Radeon RX 7900 XT White Edition 20GB GDDR6,23924880,Radeon RX 7900 XT,20.0,1775.0,2535.0,WHITE,344.0,300.0,PCIe 4.0 x16,assets/images/gpu/gpu_xfx_speedster_merc_310_amd_radeon_rx_7900_xt_white_edition_20gb_gddr6.png
Zotac AMP Extreme GeForce RTX 2080 Ti 11GB GDDR6 Black / Silver,21096000,GeForce RTX 2080 Ti,11.0,1545.0,1815.0,BLACK,324.0,250.0,PCIe x16,assets/images/gpu/gpu_zotac_amp_extreme_geforce_rtx_2080_ti_11gb_gddr6_black_silver.png
Zotac GAMING AMP GeForce RTX 2080 Ti 11GB GDDR6 Black,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1665.0,BLACK,308.0,250.0,PCIe x16,assets/images/gpu/gpu_zotac_gaming_amp_geforce_rtx_2080_ti_11gb_gddr6_black.png
Zotac GAMING Triple Fan GeForce RTX 2080 Ti 11GB GDDR6 Black,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1545.0,BLACK,308.0,250.0,PCIe x16,assets/images/gpu/gpu_zotac_gaming_triple_fan_geforce_rtx_2080_ti_11gb_gddr6_black.png
Zotac GeForce RTX 2080 Ti Blower 11GB GDDR6 Black / Silver,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1545.0,BLACK,268.0,250.0,PCIe x16,assets/images/gpu/gpu_zotac_geforce_rtx_2080_ti_blower_11gb_gddr6_black_silver.png
Zotac GeForce RTX 2080 Ti Twin 11GB GDDR6 Black,21096000,GeForce RTX 2080 Ti,11.0,1350.0,1545.0,BLACK,268.0,250.0,PCIe x16,assets/images/gpu/gpu_zotac_geforce_rtx_2080_ti_twin_11gb_gddr6_black.png
AMD 100-300000069 Radeon RX 7900 XTX 24GB GDDR6X Black,21599760,Radeon RX 7900 XTX,24.0,2300.0,2500.0,BLACK,287.0,355.0,PCIe x16,assets/images/gpu/gpu_amd_100_300000069_radeon_rx_7900_xtx_24gb_gddr6x_black.png
AMD Midnight Black Radeon RX 6800 XT 16GB GDDR6 Black,17256000,Radeon RX 6800 XT,16.0,1825.0,2250.0,BLACK,267.0,300.0,PCIe x16,assets/images/gpu/gpu_amd_midnight_black_radeon_rx_6800_xt_16gb_gddr6_black.png
